#---it-------t---------dt-------urms-------umax-------epsK-------orms--------oum-------rhom--------fum--------TT2m--------Rmesh---
   8400     14.612  1.79E-03  1.740E-01  7.664E-01  1.500E-01  1.973E+00  1.194E-01  3.577E+01 -3.288E-03  2.52868E+01  1.318E+01
   8500     14.787  1.69E-03  1.740E-01  9.131E-01  1.496E-01  1.976E+00  1.184E-01  3.577E+01 -2.379E-03  2.52930E+01  1.397E+01
   8600     14.960  1.68E-03  1.733E-01  7.149E-01  1.494E-01  1.971E+00  1.170E-01  3.577E+01 -1.009E-03  2.53137E+01  1.405E+01
   8700     15.130  1.73E-03  1.745E-01  6.833E-01  1.507E-01  1.980E+00  1.197E-01  3.577E+01 -2.189E-04  2.53361E+01  1.366E+01
   8800     15.307  1.76E-03  1.754E-01  8.476E-01  1.517E-01  1.986E+00  1.214E-01  3.577E+01  2.545E-04  2.53459E+01  1.345E+01
   8900     15.480  1.72E-03  1.748E-01  7.006E-01  1.520E-01  1.985E+00  1.202E-01  3.577E+01  1.213E-03  2.53599E+01  1.378E+01
   9000     15.652  1.73E-03  1.746E-01  7.577E-01  1.520E-01  1.986E+00  1.188E-01  3.577E+01  1.677E-03  2.53735E+01  1.366E+01
   9100     15.808  1.63E-03  1.754E-01  9.472E-01  1.528E-01  1.993E+00  1.210E-01  3.577E+01  2.397E-03  2.53879E+01  1.451E+01
   9200     15.983  1.76E-03  1.747E-01  7.916E-01  1.521E-01  1.989E+00  1.186E-01  3.577E+01  2.160E-03  2.53978E+01  1.345E+01
   9300     16.159  1.77E-03  1.745E-01  1.103E+00  1.518E-01  1.990E+00  1.179E-01  3.577E+01  2.023E-03  2.54090E+01  1.335E+01
   9400     16.333  1.75E-03  1.750E-01  7.268E-01  1.529E-01  1.995E+00  1.204E-01  3.577E+01  1.173E-03  2.54109E+01  1.352E+01
   9500     16.506  1.72E-03  1.751E-01  6.752E-01  1.523E-01  1.996E+00  1.205E-01  3.577E+01  7.261E-04  2.54035E+01  1.375E+01
   9600     16.678  1.73E-03  1.756E-01  8.869E-01  1.531E-01  1.999E+00  1.221E-01  3.577E+01  9.232E-05  2.54014E+01  1.364E+01
   9700     16.850  1.76E-03  1.764E-01  7.834E-01  1.541E-01  2.007E+00  1.242E-01  3.577E+01 -6.153E-04  2.53988E+01  1.347E+01
   9800     17.020  1.69E-03  1.761E-01  7.359E-01  1.531E-01  2.003E+00  1.228E-01  3.577E+01 -1.750E-03  2.53905E+01  1.397E+01
   9900     17.189  1.65E-03  1.758E-01  9.589E-01  1.526E-01  2.003E+00  1.223E-01  3.577E+01 -2.193E-03  2.53813E+01  1.432E+01
  10000     17.353  1.60E-03  1.756E-01  9.656E-01  1.520E-01  2.001E+00  1.212E-01  3.577E+01 -3.046E-03  2.53756E+01  1.482E+01
  10100     17.509  1.63E-03  1.758E-01  9.548E-01  1.526E-01  2.003E+00  1.213E-01  3.577E+01 -3.378E-03  2.53674E+01  1.451E+01
  10200     17.674  1.65E-03  1.753E-01  9.590E-01  1.517E-01  2.000E+00  1.194E-01  3.577E+01 -3.865E-03  2.53652E+01  1.431E+01
  10300     17.844  1.65E-03  1.751E-01  7.552E-01  1.513E-01  1.997E+00  1.179E-01  3.577E+01 -4.053E-03  2.53595E+01  1.436E+01
  10400     18.009  1.59E-03  1.755E-01  8.099E-01  1.520E-01  2.000E+00  1.189E-01  3.577E+01 -4.143E-03  2.53706E+01  1.486E+01
  10500     18.171  1.68E-03  1.757E-01  6.645E-01  1.521E-01  2.000E+00  1.187E-01  3.577E+01 -4.646E-03  2.53808E+01  1.405E+01
  10600     18.344  1.77E-03  1.756E-01  7.459E-01  1.523E-01  1.997E+00  1.187E-01  3.577E+01 -5.731E-03  2.53785E+01  1.332E+01
  10700     18.518  1.67E-03  1.753E-01  7.686E-01  1.518E-01  1.994E+00  1.181E-01  3.577E+01 -5.763E-03  2.53809E+01  1.417E+01
  10800     18.688  1.65E-03  1.747E-01  8.628E-01  1.516E-01  1.992E+00  1.173E-01  3.577E+01 -6.826E-03  2.53739E+01  1.436E+01
  10900     18.860  1.73E-03  1.748E-01  7.922E-01  1.513E-01  1.991E+00  1.172E-01  3.577E+01 -7.118E-03  2.53553E+01  1.365E+01
  11000     19.030  1.66E-03  1.750E-01  8.345E-01  1.515E-01  1.992E+00  1.170E-01  3.577E+01 -6.976E-03  2.53421E+01  1.421E+01
  11100     19.199  1.71E-03  1.747E-01  6.889E-01  1.507E-01  1.989E+00  1.158E-01  3.577E+01 -6.664E-03  2.53267E+01  1.379E+01
  11200     19.375  1.77E-03  1.751E-01  7.436E-01  1.511E-01  1.994E+00  1.165E-01  3.576E+01 -5.441E-03  2.53227E+01  1.338E+01
  11300     19.550  1.78E-03  1.756E-01  8.849E-01  1.517E-01  1.998E+00  1.183E-01  3.576E+01 -4.468E-03  2.53306E+01  1.325E+01
  11400     19.727  1.80E-03  1.758E-01  7.092E-01  1.523E-01  1.999E+00  1.192E-01  3.576E+01 -3.081E-03  2.53439E+01  1.315E+01
  11500     19.899  1.64E-03  1.757E-01  6.892E-01  1.520E-01  1.999E+00  1.177E-01  3.576E+01 -1.608E-03  2.53675E+01  1.445E+01
  11600     20.066  1.75E-03  1.758E-01  7.591E-01  1.521E-01  1.999E+00  1.179E-01  3.576E+01 -9.222E-04  2.53895E+01  1.349E+01
  11700     20.240  1.65E-03  1.764E-01  7.620E-01  1.528E-01  2.005E+00  1.192E-01  3.576E+01 -2.159E-04  2.54068E+01  1.433E+01
  11800     20.407  1.74E-03  1.766E-01  7.847E-01  1.533E-01  2.006E+00  1.193E-01  3.576E+01  3.235E-04  2.54162E+01  1.361E+01
  11900     20.568  1.55E-03  1.763E-01  8.836E-01  1.524E-01  2.004E+00  1.180E-01  3.576E+01  5.308E-04  2.54231E+01  1.528E+01
  12000     20.734  1.77E-03  1.767E-01  7.902E-01  1.534E-01  2.010E+00  1.194E-01  3.576E+01  1.168E-03  2.54340E+01  1.332E+01
  12100     20.911  1.75E-03  1.767E-01  7.684E-01  1.530E-01  2.009E+00  1.196E-01  3.576E+01  1.098E-03  2.54468E+01  1.349E+01
  12200     21.078  1.71E-03  1.765E-01  9.593E-01  1.524E-01  2.007E+00  1.185E-01  3.576E+01  9.748E-04  2.54588E+01  1.384E+01
  12300     21.253  1.73E-03  1.770E-01  7.616E-01  1.531E-01  2.009E+00  1.204E-01  3.576E+01  8.352E-06  2.54588E+01  1.366E+01
  12400     21.424  1.72E-03  1.759E-01  8.540E-01  1.521E-01  2.002E+00  1.180E-01  3.576E+01 -3.425E-04  2.54561E+01  1.374E+01
  12500     21.590  1.72E-03  1.757E-01  7.221E-01  1.515E-01  1.999E+00  1.166E-01  3.576E+01 -1.554E-03  2.54507E+01  1.373E+01
  12600     21.762  1.75E-03  1.757E-01  7.915E-01  1.513E-01  2.002E+00  1.174E-01  3.576E+01 -2.193E-03  2.54427E+01  1.349E+01
  12700     21.936  1.69E-03  1.753E-01  8.359E-01  1.516E-01  1.999E+00  1.180E-01  3.576E+01 -3.578E-03  2.54326E+01  1.400E+01
  12800     22.112  1.79E-03  1.751E-01  8.137E-01  1.511E-01  1.998E+00  1.178E-01  3.576E+01 -4.330E-03  2.54129E+01  1.319E+01
  12900     22.285  1.67E-03  1.753E-01  6.902E-01  1.512E-01  2.000E+00  1.174E-01  3.576E+01 -4.992E-03  2.54025E+01  1.414E+01
  13000     22.448  1.64E-03  1.756E-01  8.804E-01  1.520E-01  2.002E+00  1.179E-01  3.576E+01 -5.300E-03  2.54005E+01  1.446E+01
  13100     22.608  1.63E-03  1.752E-01  7.176E-01  1.514E-01  1.997E+00  1.171E-01  3.576E+01 -6.092E-03  2.53989E+01  1.447E+01
  13200     22.771  1.67E-03  1.749E-01  7.452E-01  1.515E-01  1.993E+00  1.159E-01  3.576E+01 -6.683E-03  2.53866E+01  1.420E+01
  13300     22.944  1.75E-03  1.743E-01  9.513E-01  1.501E-01  1.987E+00  1.139E-01  3.576E+01 -6.792E-03  2.53780E+01  1.350E+01
  13400     23.119  1.69E-03  1.737E-01  7.749E-01  1.493E-01  1.983E+00  1.129E-01  3.576E+01 -7.202E-03  2.53702E+01  1.399E+01
  13500     23.291  1.70E-03  1.737E-01  6.542E-01  1.496E-01  1.982E+00  1.134E-01  3.576E+01 -6.844E-03  2.53606E+01  1.391E+01
  13600     23.468  1.80E-03  1.742E-01  6.814E-01  1.491E-01  1.984E+00  1.139E-01  3.576E+01 -6.285E-03  2.53646E+01  1.311E+01
  13700     23.643  1.79E-03  1.745E-01  8.425E-01  1.494E-01  1.987E+00  1.153E-01  3.576E+01 -5.345E-03  2.53801E+01  1.318E+01
  13800     23.819  1.78E-03  1.746E-01  7.695E-01  1.501E-01  1.987E+00  1.174E-01  3.576E+01 -5.612E-03  2.53905E+01  1.327E+01
  13900     23.995  1.76E-03  1.746E-01  8.869E-01  1.499E-01  1.986E+00  1.169E-01  3.576E+01 -4.715E-03  2.53910E+01  1.345E+01
  14000     24.167  1.76E-03  1.746E-01  7.026E-01  1.491E-01  1.985E+00  1.161E-01  3.576E+01 -4.205E-03  2.54016E+01  1.346E+01
  14100     24.341  1.67E-03  1.745E-01  7.272E-01  1.489E-01  1.986E+00  1.173E-01  3.575E+01 -3.986E-03  2.54157E+01  1.412E+01
  14200     24.511  1.75E-03  1.732E-01  8.441E-01  1.473E-01  1.973E+00  1.135E-01  3.575E+01 -4.170E-03  2.54127E+01  1.353E+01
  14300     24.683  1.71E-03  1.735E-01  7.900E-01  1.474E-01  1.977E+00  1.146E-01  3.575E+01 -3.583E-03  2.54129E+01  1.379E+01
  14400     24.854  1.68E-03  1.740E-01  6.927E-01  1.475E-01  1.978E+00  1.162E-01  3.575E+01 -3.779E-03  2.54029E+01  1.408E+01
  14500     25.021  1.67E-03  1.751E-01  7.873E-01  1.488E-01  1.985E+00  1.190E-01  3.575E+01 -2.401E-03  2.54018E+01  1.418E+01
  14600     25.189  1.70E-03  1.752E-01  7.940E-01  1.499E-01  1.986E+00  1.192E-01  3.575E+01 -2.275E-03  2.54042E+01  1.390E+01
  14700     25.361  1.74E-03  1.747E-01  8.067E-01  1.490E-01  1.982E+00  1.163E-01  3.575E+01 -1.059E-03  2.54121E+01  1.362E+01
  14800     25.538  1.79E-03  1.752E-01  7.117E-01  1.499E-01  1.986E+00  1.178E-01  3.575E+01 -1.207E-04  2.54282E+01  1.322E+01
  14900     25.712  1.77E-03  1.749E-01  7.352E-01  1.493E-01  1.983E+00  1.162E-01  3.575E+01  1.924E-04  2.54513E+01  1.334E+01
  15000     25.883  1.74E-03  1.750E-01  7.829E-01  1.497E-01  1.983E+00  1.163E-01  3.575E+01 -4.264E-05  2.54596E+01  1.356E+01
  15100     26.057  1.73E-03  1.751E-01  7.532E-01  1.500E-01  1.983E+00  1.178E-01  3.575E+01 -4.169E-04  2.54669E+01  1.369E+01
  15200     26.228  1.76E-03  1.751E-01  7.065E-01  1.499E-01  1.982E+00  1.182E-01  3.575E+01 -8.755E-04  2.54674E+01  1.345E+01
  15300     26.397  1.66E-03  1.755E-01  8.028E-01  1.504E-01  1.987E+00  1.199E-01  3.575E+01 -1.467E-03  2.54656E+01  1.421E+01
  15400     26.565  1.69E-03  1.752E-01  8.623E-01  1.501E-01  1.986E+00  1.180E-01  3.575E+01 -2.512E-03  2.54593E+01  1.401E+01
  15500     26.737  1.70E-03  1.754E-01  8.747E-01  1.507E-01  1.988E+00  1.186E-01  3.575E+01 -3.270E-03  2.54500E+01  1.388E+01
  15600     26.907  1.72E-03  1.748E-01  7.681E-01  1.495E-01  1.980E+00  1.163E-01  3.575E+01 -4.172E-03  2.54443E+01  1.373E+01
  15700     27.081  1.73E-03  1.738E-01  1.056E+00  1.487E-01  1.976E+00  1.147E-01  3.575E+01 -5.037E-03  2.54332E+01  1.364E+01
  15800     27.255  1.71E-03  1.742E-01  8.362E-01  1.489E-01  1.976E+00  1.155E-01  3.575E+01 -5.638E-03  2.54249E+01  1.386E+01
  15900     27.426  1.73E-03  1.740E-01  7.705E-01  1.489E-01  1.975E+00  1.152E-01  3.575E+01 -6.371E-03  2.54182E+01  1.370E+01
  16000     27.601  1.75E-03  1.737E-01  8.274E-01  1.488E-01  1.973E+00  1.153E-01  3.575E+01 -7.655E-03  2.53988E+01  1.351E+01
  16100     27.781  1.80E-03  1.736E-01  8.022E-01  1.486E-01  1.973E+00  1.155E-01  3.575E+01 -7.710E-03  2.53833E+01  1.317E+01
  16200     27.959  1.75E-03  1.736E-01  7.488E-01  1.486E-01  1.973E+00  1.146E-01  3.575E+01 -7.524E-03  2.53742E+01  1.355E+01
  16300     28.129  1.74E-03  1.742E-01  8.108E-01  1.497E-01  1.978E+00  1.172E-01  3.575E+01 -7.179E-03  2.53767E+01  1.356E+01
  16400     28.301  1.69E-03  1.742E-01  9.095E-01  1.495E-01  1.979E+00  1.165E-01  3.575E+01 -7.017E-03  2.53807E+01  1.397E+01
  16500     28.475  1.75E-03  1.742E-01  6.897E-01  1.494E-01  1.977E+00  1.156E-01  3.575E+01 -6.812E-03  2.53812E+01  1.352E+01
  16600     28.653  1.75E-03  1.745E-01  9.596E-01  1.490E-01  1.978E+00  1.155E-01  3.575E+01 -6.542E-03  2.53796E+01  1.349E+01
  16700     28.829  1.67E-03  1.751E-01  7.547E-01  1.492E-01  1.982E+00  1.168E-01  3.575E+01 -5.929E-03  2.53820E+01  1.412E+01
  16800     29.002  1.80E-03  1.758E-01  7.595E-01  1.503E-01  1.989E+00  1.186E-01  3.575E+01 -5.077E-03  2.53884E+01  1.316E+01
  16900     29.178  1.78E-03  1.762E-01  6.440E-01  1.506E-01  1.991E+00  1.192E-01  3.575E+01 -4.504E-03  2.53973E+01  1.329E+01
  17000     29.352  1.72E-03  1.757E-01  7.183E-01  1.502E-01  1.988E+00  1.175E-01  3.575E+01 -4.140E-03  2.54027E+01  1.378E+01
  17100     29.529  1.76E-03  1.756E-01  7.878E-01  1.498E-01  1.989E+00  1.170E-01  3.575E+01 -2.816E-03  2.54155E+01  1.341E+01
  17200     29.700  1.74E-03  1.756E-01  8.754E-01  1.498E-01  1.991E+00  1.172E-01  3.574E+01 -2.101E-03  2.54289E+01  1.358E+01
