    -0.277973      3.11132     -1.24445
    -0.261525      3.09749     -1.23884
    -0.245077      3.08355     -1.23312
    -0.228629      3.06939     -1.22718
    -0.212181      3.05481     -1.22081
    -0.195733      3.03942     -1.21362
    -0.179285      3.02248     -1.20486
    -0.162836      3.00255     -1.19307
    -0.146388      2.97697     -1.17556
    -0.129940      2.94083     -1.14735
    -0.113492      2.88552     -1.09971
   -0.0970440      2.79726     -1.01869
   -0.0805957      2.65736    -0.885328
   -0.0641477      2.44803    -0.681560
   -0.0476995      2.16534    -0.403274
   -0.0312512      1.83131   -0.0725116
   -0.0148034      1.49107     0.265379
   0.00164485      1.19328     0.561468
    0.0180931     0.967828     0.785607
    0.0345411     0.817269     0.935082
    0.0509894     0.725766      1.02562
    0.0674374     0.673394      1.07710
    0.0838854     0.644290      1.10535
     0.100334     0.628176      1.12062
     0.116782     0.619065      1.12890
     0.133230     0.613656      1.13348
     0.149678     0.610185      1.13612
     0.166126     0.607725      1.13776
     0.182574     0.605790      1.13887
     0.199023     0.604127      1.13971
     0.215471     0.602604      1.14041
     0.231919     0.601155      1.14104
     0.248367     0.599744      1.14163
     0.264815     0.598352      1.14220
     0.281263     0.596970      1.14276
     0.297711     0.595594      1.14331
     0.314159     0.594220      1.14386
