#---it-------t---------dt-------urms-------umax-------epsK-------orms--------oum-------omumz------rhom--------brms---------TT2m--------Rmesh---
   4700     10.660  2.36E-03  9.136E-02  3.093E-01  4.966E-02  4.863E-01  2.762E-02  5.175E-05  6.504E+01  1.26066E-06  8.93473E+00  2.642E+00
   4800     10.897  2.34E-03  9.118E-02  3.252E-01  4.932E-02  4.852E-01  2.723E-02  4.294E-05  6.504E+01  1.23937E-06  8.93755E+00  2.667E+00
   4900     11.131  2.36E-03  9.103E-02  3.324E-01  4.951E-02  4.851E-01  2.679E-02  4.294E-05  6.504E+01  1.21915E-06  8.94029E+00  2.652E+00
   5000     11.367  2.36E-03  9.122E-02  3.321E-01  4.995E-02  4.870E-01  2.673E-02  3.738E-05  6.504E+01  1.19941E-06  8.94291E+00  2.647E+00
   5100     11.602  2.36E-03  9.168E-02  3.312E-01  5.053E-02  4.902E-01  2.695E-02  3.738E-05  6.504E+01  1.18065E-06  8.94228E+00  2.654E+00
   5200     11.839  2.36E-03  9.113E-02  3.008E-01  5.041E-02  4.882E-01  2.637E-02  3.087E-05  6.504E+01  1.16248E-06  8.93730E+00  2.648E+00
   5300     12.075  2.37E-03  9.131E-02  2.991E-01  5.089E-02  4.901E-01  2.652E-02  3.087E-05  6.504E+01  1.14495E-06  8.93220E+00  2.639E+00
   5400     12.312  2.37E-03  9.101E-02  3.135E-01  5.050E-02  4.894E-01  2.614E-02  2.881E-05  6.504E+01  1.12809E-06  8.93156E+00  2.631E+00
   5500     12.550  2.38E-03  9.137E-02  3.099E-01  5.071E-02  4.922E-01  2.628E-02  2.881E-05  6.504E+01  1.11193E-06  8.93702E+00  2.621E+00
   5600     12.788  2.37E-03  9.145E-02  3.099E-01  5.068E-02  4.926E-01  2.603E-02  2.469E-05  6.504E+01  1.09625E-06  8.94781E+00  2.639E+00
   5700     13.024  2.35E-03  9.156E-02  3.097E-01  5.073E-02  4.919E-01  2.594E-02  2.469E-05  6.504E+01  1.08133E-06  8.96102E+00  2.660E+00
   5800     13.259  2.35E-03  9.173E-02  3.253E-01  5.107E-02  4.923E-01  2.580E-02  6.628E-05  6.504E+01  1.06700E-06  8.97113E+00  2.657E+00
   5900     13.493  2.35E-03  9.148E-02  3.238E-01  5.054E-02  4.914E-01  2.545E-02  6.628E-05  6.504E+01  1.05324E-06  8.97544E+00  2.663E+00
   6000     13.728  2.35E-03  9.159E-02  3.349E-01  5.052E-02  4.912E-01  2.564E-02  6.111E-05  6.504E+01  1.03998E-06  8.97453E+00  2.655E+00
   6100     13.963  2.35E-03  9.148E-02  3.437E-01  5.002E-02  4.898E-01  2.550E-02  6.111E-05  6.504E+01  1.02700E-06  8.96949E+00  2.665E+00
   6200     14.198  2.35E-03  9.121E-02  3.190E-01  5.003E-02  4.883E-01  2.530E-02  1.545E-04  6.504E+01  1.01420E-06  8.96197E+00  2.662E+00
   6300     14.433  2.35E-03  9.133E-02  3.014E-01  5.001E-02  4.894E-01  2.539E-02  1.545E-04  6.504E+01  1.00202E-06  8.95334E+00  2.666E+00
   6400     14.668  2.36E-03  9.118E-02  3.163E-01  4.992E-02  4.871E-01  2.512E-02  5.702E-05  6.504E+01  9.90299E-07  8.94548E+00  2.644E+00
   6500     14.903  2.34E-03  9.130E-02  3.135E-01  5.010E-02  4.881E-01  2.537E-02  5.702E-05  6.504E+01  9.78886E-07  8.93988E+00  2.674E+00
   6600     15.138  2.35E-03  9.165E-02  3.102E-01  5.038E-02  4.914E-01  2.567E-02  4.023E-05  6.504E+01  9.68150E-07  8.93718E+00  2.660E+00
   6700     15.374  2.36E-03  9.169E-02  3.170E-01  5.057E-02  4.923E-01  2.575E-02  4.023E-05  6.503E+01  9.57704E-07  8.93594E+00  2.653E+00
   6800     15.609  2.36E-03  9.186E-02  2.969E-01  5.098E-02  4.928E-01  2.608E-02  6.050E-05  6.503E+01  9.47743E-07  8.93531E+00  2.646E+00
   6900     15.844  2.34E-03  9.237E-02  3.086E-01  5.149E-02  4.964E-01  2.654E-02  6.050E-05  6.504E+01  9.38268E-07  8.93546E+00  2.668E+00
   7000     16.080  2.35E-03  9.264E-02  3.110E-01  5.160E-02  4.973E-01  2.658E-02  6.544E-05  6.504E+01  9.29175E-07  8.93706E+00  2.655E+00
   7100     16.315  2.35E-03  9.209E-02  3.114E-01  5.102E-02  4.941E-01  2.594E-02  6.544E-05  6.504E+01  9.20392E-07  8.93947E+00  2.658E+00
   7200     16.551  2.36E-03  9.228E-02  3.072E-01  5.117E-02  4.954E-01  2.613E-02  1.277E-04  6.504E+01  9.11926E-07  8.94167E+00  2.646E+00
   7300     16.786  2.35E-03  9.241E-02  3.150E-01  5.154E-02  4.964E-01  2.626E-02  1.277E-04  6.504E+01  9.03542E-07  8.94390E+00  2.663E+00
   7400     17.021  2.35E-03  9.242E-02  3.526E-01  5.158E-02  4.961E-01  2.615E-02  1.242E-04  6.504E+01  8.95646E-07  8.94528E+00  2.661E+00
   7500     17.257  2.37E-03  9.300E-02  3.556E-01  5.196E-02  4.986E-01  2.674E-02  1.242E-04  6.504E+01  8.88102E-07  8.94670E+00  2.635E+00
   7600     17.493  2.36E-03  9.267E-02  3.224E-01  5.205E-02  4.978E-01  2.658E-02  1.143E-04  6.504E+01  8.80627E-07  8.94796E+00  2.653E+00
   7700     17.728  2.35E-03  9.285E-02  3.261E-01  5.232E-02  4.989E-01  2.661E-02  1.143E-04  6.504E+01  8.73577E-07  8.94722E+00  2.659E+00
   7800     17.964  2.36E-03  9.316E-02  3.339E-01  5.239E-02  5.000E-01  2.679E-02  2.063E-04  6.504E+01  8.66916E-07  8.94448E+00  2.653E+00
   7900     18.200  2.36E-03  9.334E-02  3.228E-01  5.229E-02  4.989E-01  2.674E-02  2.063E-04  6.504E+01  8.60471E-07  8.94229E+00  2.650E+00
   8000     18.436  2.36E-03  9.283E-02  3.079E-01  5.170E-02  4.970E-01  2.637E-02  2.229E-04  6.504E+01  8.54212E-07  8.94219E+00  2.653E+00
   8100     18.670  2.35E-03  9.332E-02  3.182E-01  5.180E-02  4.990E-01  2.665E-02  2.229E-04  6.504E+01  8.48057E-07  8.94568E+00  2.665E+00
   8200     18.906  2.36E-03  9.298E-02  3.427E-01  5.142E-02  4.959E-01  2.608E-02  2.261E-04  6.504E+01  8.41961E-07  8.95242E+00  2.649E+00
   8300     19.141  2.33E-03  9.269E-02  3.467E-01  5.102E-02  4.941E-01  2.578E-02  2.261E-04  6.504E+01  8.35988E-07  8.95903E+00  2.680E+00
   8400     19.373  2.31E-03  9.235E-02  3.390E-01  5.062E-02  4.924E-01  2.540E-02  2.813E-04  6.504E+01  8.30215E-07  8.96371E+00  2.705E+00
   8500     19.605  2.34E-03  9.296E-02  3.166E-01  5.110E-02  4.955E-01  2.611E-02  2.813E-04  6.504E+01  8.24490E-07  8.96545E+00  2.676E+00
   8600     19.839  2.35E-03  9.318E-02  3.032E-01  5.130E-02  4.966E-01  2.645E-02  2.793E-04  6.504E+01  8.18912E-07  8.96419E+00  2.662E+00
   8700     20.074  2.34E-03  9.440E-02  2.926E-01  5.242E-02  5.018E-01  2.757E-02  2.793E-04  6.504E+01  8.13614E-07  8.96066E+00  2.675E+00
   8800     20.307  2.33E-03  9.437E-02  3.019E-01  5.212E-02  5.018E-01  2.763E-02  2.585E-04  6.504E+01  8.08689E-07  8.95497E+00  2.680E+00
   8900     20.541  2.34E-03  9.394E-02  3.061E-01  5.166E-02  5.000E-01  2.715E-02  2.585E-04  6.504E+01  8.03881E-07  8.94857E+00  2.677E+00
   9000     20.776  2.35E-03  9.387E-02  3.041E-01  5.154E-02  4.995E-01  2.698E-02  2.912E-04  6.504E+01  7.99199E-07  8.94339E+00  2.655E+00
   9100     21.011  2.35E-03  9.405E-02  3.321E-01  5.236E-02  5.015E-01  2.714E-02  2.912E-04  6.504E+01  7.94686E-07  8.94055E+00  2.654E+00
   9200     21.246  2.35E-03  9.444E-02  3.236E-01  5.232E-02  5.030E-01  2.731E-02  2.779E-04  6.504E+01  7.90418E-07  8.93908E+00  2.657E+00
   9300     21.481  2.35E-03  9.498E-02  3.347E-01  5.308E-02  5.066E-01  2.783E-02  2.779E-04  6.504E+01  7.86375E-07  8.93849E+00  2.666E+00
   9400     21.715  2.35E-03  9.508E-02  3.199E-01  5.323E-02  5.077E-01  2.791E-02  2.535E-04  6.504E+01  7.82401E-07  8.93836E+00  2.663E+00
   9500     21.950  2.36E-03  9.453E-02  3.098E-01  5.280E-02  5.050E-01  2.734E-02  2.535E-04  6.504E+01  7.78498E-07  8.93901E+00  2.648E+00
   9600     22.186  2.36E-03  9.497E-02  3.079E-01  5.416E-02  5.082E-01  2.792E-02  2.271E-04  6.504E+01  7.74656E-07  8.94026E+00  2.645E+00
   9700     22.422  2.36E-03  9.485E-02  2.996E-01  5.404E-02  5.070E-01  2.757E-02  2.271E-04  6.504E+01  7.70904E-07  8.94302E+00  2.649E+00
   9800     22.657  2.35E-03  9.487E-02  3.081E-01  5.392E-02  5.069E-01  2.754E-02  2.032E-04  6.504E+01  7.67090E-07  8.94597E+00  2.658E+00
   9900     22.891  2.34E-03  9.527E-02  3.111E-01  5.444E-02  5.095E-01  2.795E-02  2.032E-04  6.504E+01  7.63380E-07  8.94803E+00  2.671E+00
  10000     23.126  2.35E-03  9.518E-02  3.081E-01  5.465E-02  5.101E-01  2.792E-02  1.674E-04  6.504E+01  7.59828E-07  8.94928E+00  2.654E+00
  10100     23.361  2.35E-03  9.518E-02  3.007E-01  5.492E-02  5.115E-01  2.786E-02  1.674E-04  6.504E+01  7.56273E-07  8.94979E+00  2.662E+00
  10200     23.595  2.34E-03  9.503E-02  3.088E-01  5.455E-02  5.110E-01  2.758E-02  1.489E-04  6.504E+01  7.52791E-07  8.94985E+00  2.669E+00
  10300     23.829  2.34E-03  9.453E-02  3.201E-01  5.426E-02  5.083E-01  2.707E-02  1.489E-04  6.504E+01  7.49238E-07  8.94915E+00  2.668E+00
  10400     24.064  2.35E-03  9.439E-02  3.035E-01  5.377E-02  5.076E-01  2.690E-02  1.304E-04  6.504E+01  7.45611E-07  8.94797E+00  2.659E+00
  10500     24.300  2.36E-03  9.505E-02  2.936E-01  5.467E-02  5.106E-01  2.735E-02  1.304E-04  6.504E+01  7.42170E-07  8.94685E+00  2.652E+00
  10600     24.535  2.35E-03  9.504E-02  3.044E-01  5.437E-02  5.111E-01  2.730E-02  1.440E-04  6.504E+01  7.38776E-07  8.94752E+00  2.662E+00
  10700     24.771  2.35E-03  9.437E-02  3.180E-01  5.333E-02  5.070E-01  2.659E-02  1.440E-04  6.504E+01  7.35367E-07  8.95019E+00  2.658E+00
  10800     25.005  2.34E-03  9.526E-02  3.088E-01  5.410E-02  5.105E-01  2.736E-02  1.393E-04  6.504E+01  7.32018E-07  8.95394E+00  2.669E+00
  10900     25.240  2.35E-03  9.488E-02  2.907E-01  5.387E-02  5.089E-01  2.699E-02  1.393E-04  6.504E+01  7.28846E-07  8.95813E+00  2.658E+00
  11000     25.474  2.33E-03  9.541E-02  2.882E-01  5.413E-02  5.112E-01  2.742E-02  1.283E-04  6.504E+01  7.25654E-07  8.96029E+00  2.680E+00
  11100     25.707  2.33E-03  9.574E-02  2.956E-01  5.431E-02  5.108E-01  2.771E-02  1.283E-04  6.504E+01  7.22432E-07  8.96001E+00  2.683E+00
  11200     25.941  2.34E-03  9.545E-02  2.940E-01  5.373E-02  5.082E-01  2.740E-02  1.146E-04  6.504E+01  7.19608E-07  8.95826E+00  2.667E+00
  11300     26.176  2.35E-03  9.578E-02  3.076E-01  5.421E-02  5.104E-01  2.776E-02  1.146E-04  6.504E+01  7.17032E-07  8.95568E+00  2.660E+00
  11400     26.410  2.35E-03  9.516E-02  3.146E-01  5.380E-02  5.078E-01  2.726E-02  1.146E-04  6.504E+01  7.14550E-07  8.95232E+00  2.666E+00
  11500     26.645  2.34E-03  9.542E-02  3.249E-01  5.403E-02  5.092E-01  2.744E-02  1.146E-04  6.504E+01  7.11991E-07  8.94829E+00  2.669E+00
  11600     26.879  2.34E-03  9.536E-02  3.374E-01  5.392E-02  5.093E-01  2.747E-02  1.087E-04  6.504E+01  7.09418E-07  8.94423E+00  2.667E+00
  11700     27.114  2.35E-03  9.575E-02  3.409E-01  5.429E-02  5.110E-01  2.783E-02  1.087E-04  6.504E+01  7.06993E-07  8.94150E+00  2.659E+00
