     -2.61799      5.23599     -2.09439
     -2.60749      5.21848     -2.08739
     -2.59698      5.20096     -2.08039
     -2.58647      5.18345     -2.07338
     -2.57597      5.16594     -2.06638
     -2.56546      5.14843     -2.05937
     -2.55495      5.13092     -2.05237
     -2.54444      5.11340     -2.04536
     -2.53394      5.09589     -2.03836
     -2.52343      5.07838     -2.03135
     -2.51292      5.06087     -2.02435
     -2.50242      5.04336     -2.01734
     -2.49191      5.02585     -2.01034
     -2.48140      5.00833     -2.00333
     -2.47090      4.99082     -1.99633
     -2.46039      4.97331     -1.98932
     -2.44988      4.95580     -1.98232
     -2.43937      4.93829     -1.97531
     -2.42887      4.92077     -1.96831
     -2.41836      4.90326     -1.96131
     -2.40785      4.88575     -1.95430
     -2.39735      4.86824     -1.94730
     -2.38684      4.85073     -1.94029
     -2.37633      4.83322     -1.93329
     -2.36583      4.81570     -1.92628
     -2.35532      4.79819     -1.91928
     -2.34481      4.78068     -1.91227
     -2.33430      4.76317     -1.90527
     -2.32380      4.74566     -1.89826
     -2.31329      4.72814     -1.89126
     -2.30278      4.71063     -1.88425
     -2.29228      4.69312     -1.87725
     -2.28177      4.67561     -1.87024
     -2.27126      4.65810     -1.86324
     -2.26076      4.64058     -1.85623
     -2.25025      4.62307     -1.84923
     -2.23974      4.60556     -1.84222
     -2.22923      4.58805     -1.83522
     -2.21873      4.57054     -1.82822
     -2.20822      4.55303     -1.82121
     -2.19771      4.53551     -1.81421
     -2.18721      4.51800     -1.80720
     -2.17670      4.50049     -1.80020
     -2.16619      4.48298     -1.79319
     -2.15569      4.46547     -1.78619
     -2.14518      4.44795     -1.77918
     -2.13467      4.43044     -1.77218
     -2.12416      4.41293     -1.76517
     -2.11366      4.39542     -1.75817
     -2.10315      4.37791     -1.75116
     -2.09264      4.36040     -1.74416
     -2.08214      4.34288     -1.73715
     -2.07163      4.32537     -1.73015
     -2.06112      4.30786     -1.72314
     -2.05062      4.29035     -1.71614
     -2.04011      4.27284     -1.70913
     -2.02960      4.25532     -1.70213
     -2.01909      4.23781     -1.69512
     -2.00859      4.22030     -1.68812
     -1.99808      4.20279     -1.68112
     -1.98757      4.18528     -1.67411
     -1.97707      4.16777     -1.66711
     -1.96656      4.15025     -1.66010
     -1.95605      4.13274     -1.65310
     -1.94555      4.11523     -1.64609
     -1.93504      4.09772     -1.63909
     -1.92453      4.08021     -1.63208
     -1.91402      4.06269     -1.62508
     -1.90352      4.04518     -1.61807
     -1.89301      4.02767     -1.61107
     -1.88250      4.01016     -1.60406
     -1.87200      3.99265     -1.59706
     -1.86149      3.97514     -1.59005
     -1.85098      3.95762     -1.58305
     -1.84048      3.94011     -1.57604
     -1.82997      3.92260     -1.56904
     -1.81946      3.90509     -1.56203
     -1.80895      3.88758     -1.55503
     -1.79845      3.87006     -1.54803
     -1.78794      3.85255     -1.54102
     -1.77743      3.83504     -1.53402
     -1.76693      3.81753     -1.52701
     -1.75642      3.80002     -1.52001
     -1.74591      3.78250     -1.51300
     -1.73541      3.76499     -1.50600
     -1.72490      3.74748     -1.49899
     -1.71439      3.72997     -1.49199
     -1.70388      3.71246     -1.48498
     -1.69338      3.69495     -1.47798
     -1.68287      3.67743     -1.47097
     -1.67236      3.65992     -1.46397
     -1.66186      3.64241     -1.45696
     -1.65135      3.62490     -1.44996
     -1.64084      3.60739     -1.44295
     -1.63034      3.58987     -1.43595
     -1.61983      3.57236     -1.42894
     -1.60932      3.55485     -1.42194
     -1.59881      3.53734     -1.41494
     -1.58831      3.51983     -1.40793
     -1.57780      3.50232     -1.40093
     -1.56729      3.48480     -1.39392
     -1.55679      3.46729     -1.38692
     -1.54628      3.44978     -1.37991
     -1.53577      3.43227     -1.37291
     -1.52527      3.41476     -1.36590
     -1.51476      3.39724     -1.35890
     -1.50425      3.37973     -1.35189
     -1.49375      3.36222     -1.34489
     -1.48324      3.34471     -1.33788
     -1.47273      3.32720     -1.33088
     -1.46222      3.30968     -1.32387
     -1.45172      3.29217     -1.31687
     -1.44121      3.27466     -1.30986
     -1.43070      3.25715     -1.30286
     -1.42020      3.23964     -1.29585
     -1.40969      3.22213     -1.28885
     -1.39918      3.20461     -1.28185
     -1.38868      3.18710     -1.27484
     -1.37817      3.16959     -1.26784
     -1.36766      3.15208     -1.26083
     -1.35715      3.13457     -1.25383
     -1.34665      3.11705     -1.24682
     -1.33614      3.09954     -1.23982
     -1.32563      3.08203     -1.23281
     -1.31513      3.06452     -1.22581
     -1.30462      3.04701     -1.21880
     -1.29411      3.02950     -1.21180
     -1.28360      3.01198     -1.20479
     -1.27310      2.99447     -1.19779
     -1.26259      2.97696     -1.19078
     -1.25208      2.95945     -1.18378
     -1.24158      2.94194     -1.17677
     -1.23107      2.92442     -1.16977
     -1.22056      2.90691     -1.16276
     -1.21006      2.88940     -1.15576
     -1.19955      2.87189     -1.14876
     -1.18904      2.85438     -1.14175
     -1.17853      2.83687     -1.13475
     -1.16803      2.81935     -1.12774
     -1.15752      2.80184     -1.12074
     -1.14701      2.78433     -1.11373
     -1.13651      2.76682     -1.10673
     -1.12600      2.74931     -1.09972
     -1.11549      2.73179     -1.09272
     -1.10499      2.71428     -1.08571
     -1.09448      2.69677     -1.07871
     -1.08397      2.67926     -1.07170
     -1.07346      2.66175     -1.06470
     -1.06296      2.64423     -1.05769
     -1.05245      2.62672     -1.05069
