5059      9.44724

-9.7581, -9.7581, -9.7581, -9.7581, -9.7581, -9.7581, 
-9.7581, -9.7581, -9.5914, -9.5914, -9.5914, -9.5914, 
-9.5914, -9.5914, -9.5914, -9.5914, -9.5914, -9.5914, 
-9.5914, -9.5914, -9.5914, -9.5914, -9.4248, -9.4248, 
-9.4248, -9.4248, -9.4248, -9.4248, -9.4248, -9.4248, 
-9.4248, -9.4248, -9.4248, -9.4248, -9.4248, -9.4248, 
-9.4248, -9.4248, -9.4248, -9.4248, -9.4248, -9.4248, 
-9.4248, -9.4248, -9.4248, -9.2581, -9.2581, -9.2581, 
-9.2581, -9.2581, -9.2581, -9.2581, -9.2581, -9.2581, 
-9.2581, -9.2581, -9.2581, -9.2581, -9.2581, -9.2581, 
-9.2581, -9.2581, -9.2581, -9.2581, -9.2581, -9.2581, 
-9.2581, -9.2581, -9.2581, -9.2581, -9.2581, -9.2581, 
-9.2581, -9.2581, -9.2581, -9.2581, -9.0914, -9.0914, 
-9.0914, -9.0914, -9.0914, -9.0914, -9.0914, -9.0914, 
-9.0914, -9.0914, -9.0914, -9.0914, -9.0914, -9.0914, 
-9.0914, -9.0914, -9.0914, -9.0914, -9.0914, -9.0914, 
-9.0914, -9.0914, -9.0914, -9.0914, -9.0914, -9.0914, 
-9.0914, -9.0914, -9.0914, -9.0914, -9.0914, -9.0914, 
-9.0914, -9.0914, -9.0914, -9.0914, -9.0914, -9.0914, 
-8.9248, -8.9248, -8.9248, -8.9248, -8.9248, -8.9248, 
-8.9248, -8.9248, -8.9248, -8.9248, -8.9248, -8.9248, 
-8.9248, -8.9248, -8.9248, -8.9248, -8.9248, -8.9248, 
-8.9248, -8.9248, -8.9248, -8.9248, -8.9248, -8.9248, 
-8.9248, -8.9248, -8.9248, -8.9248, -8.9248, -8.9248, 
-8.9248, -8.9248, -8.9248, -8.9248, -8.9248, -8.9248, 
-8.9248, -8.9248, -8.9248, -8.9248, -8.9248, -8.9248, 
-8.9248, -8.9248, -8.9248, -8.7581, -8.7581, -8.7581, 
-8.7581, -8.7581, -8.7581, -8.7581, -8.7581, -8.7581, 
-8.7581, -8.7581, -8.7581, -8.7581, -8.7581, -8.7581, 
-8.7581, -8.7581, -8.7581, -8.7581, -8.7581, -8.7581, 
-8.7581, -8.7581, -8.7581, -8.7581, -8.7581, -8.7581, 
-8.7581, -8.7581, -8.7581, -8.7581, -8.7581, -8.7581, 
-8.7581, -8.7581, -8.7581, -8.7581, -8.7581, -8.7581, 
-8.7581, -8.7581, -8.7581, -8.5914, -8.5914, -8.5914, 
-8.5914, -8.5914, -8.5914, -8.5914, -8.5914, -8.5914, 
-8.5914, -8.5914, -8.5914, -8.5914, -8.5914, -8.5914, 
-8.5914, -8.5914, -8.5914, -8.5914, -8.5914, -8.5914, 
-8.5914, -8.5914, -8.5914, -8.5914, -8.5914, -8.5914, 
-8.5914, -8.5914, -8.5914, -8.5914, -8.5914, -8.5914, 
-8.5914, -8.5914, -8.5914, -8.5914, -8.5914, -8.5914, 
-8.5914, -8.5914, -8.5914, -8.5914, -8.5914, -8.5914, 
-8.5914, -8.5914, -8.4248, -8.4248, -8.4248, -8.4248, 
-8.4248, -8.4248, -8.4248, -8.4248, -8.4248, -8.4248, 
-8.4248, -8.4248, -8.4248, -8.4248, -8.4248, -8.4248, 
-8.4248, -8.4248, -8.4248, -8.4248, -8.4248, -8.4248, 
-8.4248, -8.4248, -8.4248, -8.4248, -8.4248, -8.4248, 
-8.4248, -8.4248, -8.4248, -8.4248, -8.4248, -8.4248, 
-8.4248, -8.4248, -8.4248, -8.4248, -8.4248, -8.4248, 
-8.2581, -8.2581, -8.2581, -8.2581, -8.2581, -8.2581, 
-8.2581, -8.2581, -8.2581, -8.2581, -8.2581, -8.2581, 
-8.2581, -8.2581, -8.2581, -8.2581, -8.2581, -8.2581, 
-8.2581, -8.2581, -8.2581, -8.2581, -8.2581, -8.2581, 
-8.2581, -8.2581, -8.2581, -8.2581, -8.2581, -8.2581, 
-8.2581, -8.2581, -8.2581, -8.2581, -8.2581, -8.2581, 
-8.2581, -8.2581, -8.2581, -8.2581, -8.2581, -8.2581, 
-8.2581, -8.2581, -8.2581, -8.2581, -8.2581, -8.0914, 
-8.0914, -8.0914, -8.0914, -8.0914, -8.0914, -8.0914, 
